Film_title,Director,Average_rating,Watches,Film_URL,Actor1,Actor2,Actor3
mid90s,Jonah Hill,3.76,623503,https://a.ltrbxd.com/resized/film-poster/3/7/0/4/5/1/370451-mid90s-0-1000-0-1500-crop.jpg?v=75ec66cf80,Sunny Suljic,Katherine Waterston,Lucas Hedges
Bones and All,Luca Guadagnino,3.65,600805,https://a.ltrbxd.com/resized/sm/upload/xi/cb/mo/xg/bones2-0-1000-0-1500-crop.jpg?v=bdb6694df9,Taylor Russell,Timothée Chalamet,Mark Rylance
Terminator 2: Judgment Day,James Cameron,4.28,909682,https://a.ltrbxd.com/resized/sm/upload/03/67/3s/tc/terminator-2-judgment-day-original-0-1000-0-1500-crop.jpg?v=12f5752b5c,Arnold Schwarzenegger,Linda Hamilton,Edward Furlong
Psycho,Alfred Hitchcock,4.32,1219388,https://a.ltrbxd.com/resized/film-poster/5/1/5/7/8/51578-psycho-0-1000-0-1500-crop.jpg?v=7353fb3952,Anthony Perkins,Janet Leigh,Vera Miles
Fargo,Joel Coen,4.22,1113343,https://a.ltrbxd.com/resized/film-poster/5/1/7/8/1/51781-fargo-0-1000-0-1500-crop.jpg?v=44835e3b35,Frances McDormand,William H. Macy,Steve Buscemi
Labyrinth,Jim Henson,3.68,373243,https://a.ltrbxd.com/resized/film-poster/4/3/7/5/1/43751-labyrinth-0-1000-0-1500-crop.jpg?v=608378d65b,David Bowie,Jennifer Connelly,Toby Froud
The Texas Chain Saw Massacre,Tobe Hooper,3.85,688751,https://a.ltrbxd.com/resized/film-poster/3/1/9/8/5/31985-the-texas-chain-saw-massacre-0-1000-0-1500-crop.jpg?v=c63b3f1958,Marilyn Burns,Allen Danziger,Paul A. Partain
Nightcrawler,Dan Gilroy,4.04,1493778,https://a.ltrbxd.com/resized/sm/upload/g7/2e/vi/vy/A9ANrAWlmIovxzjAIiOgseSLNc9-0-1000-0-1500-crop.jpg?v=6bcb14c88c,Jake Gyllenhaal,Riz Ahmed,Rene Russo
The Sound of Music,Robert Wise,4.1,623563,https://a.ltrbxd.com/resized/film-poster/4/2/5/8/0/42580-the-sound-of-music-0-1000-0-1500-crop.jpg?v=743d70b886,Julie Andrews,Christopher Plummer,Eleanor Parker
The Banshees of Inisherin,Martin McDonagh,4.11,1019228,https://a.ltrbxd.com/resized/film-poster/5/9/8/8/8/2/598882-the-banshees-of-inisherin-0-1000-0-1500-crop.jpg?v=933f9af6e7,Colin Farrell,Brendan Gleeson,Kerry Condon
Notting Hill,Roger Michell,3.62,806916,https://a.ltrbxd.com/resized/sm/upload/pa/ej/k3/ft/notting-hill-0-1000-0-1500-crop.jpg?v=a589bf6ce2,Julia Roberts,Hugh Grant,Gina McKee
Magnolia,Paul Thomas Anderson,4.22,462717,https://a.ltrbxd.com/resized/film-poster/5/1/7/2/8/51728-magnolia-0-1000-0-1500-crop.jpg?v=178b5e5c17,Jeremy Blackman,Tom Cruise,Melinda Dillon
Zodiac,David Fincher,4.02,1514458,https://a.ltrbxd.com/resized/sm/upload/58/tf/z6/gw/qKQIjErYaN149hZRP5Vgf8RoC7S-0-1000-0-1500-crop.jpg?v=72ee5db942,Jake Gyllenhaal,Mark Ruffalo,Anthony Edwards
Nope,Jordan Peele,3.73,1619622,https://a.ltrbxd.com/resized/film-poster/6/8/2/5/4/7/682547-nope-0-1000-0-1500-crop.jpg?v=d6a6158cc3,Daniel Kaluuya,Keke Palmer,Brandon Perea
Mysterious Skin,Gregg Araki,4.18,260605,https://a.ltrbxd.com/resized/sm/upload/uo/r7/1v/1j/wynnf6LT4ueuCuREPRMtHGQIk5T-0-1000-0-1500-crop.jpg?v=b0c8031954,Joseph Gordon-Levitt,Brady Corbet,Michelle Trachtenberg
Life Is Beautiful,Roberto Benigni,4.34,586361,https://a.ltrbxd.com/resized/film-poster/5/1/4/8/7/51487-life-is-beautiful-0-1000-0-1500-crop.jpg?v=90ed0e667e,Roberto Benigni,Nicoletta Braschi,Giorgio Cantarini
Amadeus,Miloš Forman,4.32,446777,https://a.ltrbxd.com/resized/sm/upload/bn/hr/ki/ay/eP2pJudgGzUlo2kZuh0tF1MInsb-0-1000-0-1500-crop.jpg?v=907dc282ae,F. Murray Abraham,Tom Hulce,Elizabeth Berridge
Top Gun: Maverick,Joseph Kosinski,3.99,1510895,https://a.ltrbxd.com/resized/film-poster/2/9/3/4/6/5/293465-top-gun-maverick-0-1000-0-1500-crop.jpg?v=9f8af0f61b,Tom Cruise,Miles Teller,Jon Hamm
Legally Blonde,Robert Luketic,3.77,1196021,https://a.ltrbxd.com/resized/film-poster/4/7/5/8/6/47586-legally-blonde-0-1000-0-1500-crop.jpg?v=683a318854,Reese Witherspoon,Luke Wilson,Selma Blair
Catch Me If You Can,Steven Spielberg,4.03,1815081,https://a.ltrbxd.com/resized/film-poster/5/1/4/8/4/51484-catch-me-if-you-can-0-1000-0-1500-crop.jpg?v=942d676423,Leonardo DiCaprio,Tom Hanks,Christopher Walken
Dirty Dancing,Emile Ardolino,3.64,717555,https://a.ltrbxd.com/resized/film-poster/5/1/9/6/2/51962-dirty-dancing-0-1000-0-1500-crop.jpg?v=62e57df498,Jennifer Grey,Patrick Swayze,Jerry Orbach
13 Going on 30,Gary Winick,3.56,1080301,https://a.ltrbxd.com/resized/sm/upload/um/45/8m/or/t0c3qxcKSaO4iBYVAzIeyPbC8I1-0-1000-0-1500-crop.jpg?v=72ab2e2ec7,Jennifer Garner,Mark Ruffalo,Judy Greer
Whisper of the Heart,Yoshifumi Kondo,4.15,327430,https://a.ltrbxd.com/resized/film-poster/2/6/7/1/3/26713-whisper-of-the-heart-0-1000-0-1500-crop.jpg?v=d1e50d223e,Yoko Honna,Issey Takahashi,Takashi Tachibana
Into the Wild,Sean Penn,3.79,655019,https://a.ltrbxd.com/resized/film-poster/4/8/5/7/1/48571-into-the-wild-0-1000-0-1500-crop.jpg?v=94f4378014,Emile Hirsch,Marcia Gay Harden,William Hurt
Birdman or (The Unexpected Virtue of Ignorance),Alejandro González Iñárritu,3.99,1256270,https://a.ltrbxd.com/resized/film-poster/1/3/9/7/9/5/139795-birdman-0-1000-0-1500-crop.jpg?v=345680513e,Michael Keaton,Emma Stone,Zach Galifianakis
Evil Dead II,Sam Raimi,4.02,402829,https://a.ltrbxd.com/resized/sm/upload/p9/tg/s4/ca/dxbIRmIo0rN5R6WGvxnJuUJPh3t-0-1000-0-1500-crop.jpg?v=12b2d3f8b3,Bruce Campbell,Sarah Berry,Dan Hicks
Mommy,Xavier Dolan,4.31,248809,https://a.ltrbxd.com/resized/film-poster/1/8/8/4/2/1/188421-mommy-0-1000-0-1500-crop.jpg?v=716f2957f8,Anne Dorval,Antoine Olivier Pilon,Suzanne Clément
Coco,Lee Unkrich,4.12,2394409,https://a.ltrbxd.com/resized/sm/upload/3p/mh/wq/v9/6Ryitt95xrO8KXuqRGm1fUuNwqF-0-1000-0-1500-crop.jpg?v=2a90bd6512,Anthony Gonzalez,Gael García Bernal,Benjamin Bratt
Saw,James Wan,3.61,919591,https://a.ltrbxd.com/resized/sm/upload/qd/18/jq/1b/oFl8U5Mzohs6z8mL8KT4Gjoiirm-0-1000-0-1500-crop.jpg?v=3c58ef6252,Cary Elwes,Leigh Whannell,Danny Glover
Suspiria,Dario Argento,3.95,485310,https://a.ltrbxd.com/resized/film-poster/4/4/9/0/0/44900-suspiria-0-1000-0-1500-crop.jpg?v=d1fbb1d377,Jessica Harper,Stefania Casini,Flavio Bucci
The Pianist,Roman Polanski,4.36,928423,https://a.ltrbxd.com/resized/film-poster/5/1/6/7/2/51672-the-pianist-0-1000-0-1500-crop.jpg?v=3eee5ac018,Adrien Brody,Thomas Kretschmann,Frank Finlay
In Bruges,Martin McDonagh,4.11,573183,https://a.ltrbxd.com/resized/film-poster/4/7/8/0/9/47809-in-bruges-0-1000-0-1500-crop.jpg?v=616745d99a,Colin Farrell,Brendan Gleeson,Ralph Fiennes
Twin Peaks: Fire Walk with Me,David Lynch,4.17,285792,https://a.ltrbxd.com/resized/sm/upload/xb/qg/78/zd/tOQekTHJmVCgfUYXTb6dLAu6l8W-0-1000-0-1500-crop.jpg?v=647348df81,Sheryl Lee,Ray Wise,Mädchen Amick
Sound of Metal,Darius Marder,4.19,668349,https://a.ltrbxd.com/resized/film-poster/4/3/2/0/0/4/432004-sound-of-metal-0-1000-0-1500-crop.jpg?v=289acd955b,Riz Ahmed,Olivia Cooke,Paul Raci
What We Do in the Shadows,"Taika Waititi, Jemaine Clement",4.11,664197,https://a.ltrbxd.com/resized/film-poster/1/7/2/5/3/7/172537-what-we-do-in-the-shadows-0-1000-0-1500-crop.jpg?v=ae4757f3a6,Taika Waititi,Jemaine Clement,Jonny Brugh
The Hunger Games,Gary Ross,3.64,2384017,https://a.ltrbxd.com/resized/sm/upload/x3/tw/wu/z4/vAkjFEm76Lu5hSevquxPgQ91OtI-0-1000-0-1500-crop.jpg?v=f4bfaf16df,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth
The Parent Trap,Nancy Meyers,3.67,990941,https://a.ltrbxd.com/resized/sm/upload/kx/iu/iq/nv/jzE9AhiNH0r40f3APmeLDvZBfmz-0-1000-0-1500-crop.jpg?v=2a873afb6f,Lindsay Lohan,Dennis Quaid,Natasha Richardson
Uncut Gems,"Josh Safdie, Benny Safdie",3.95,1426629,https://a.ltrbxd.com/resized/film-poster/4/0/4/2/6/6/404266-uncut-gems-0-1000-0-1500-crop.jpg?v=670cb7034d,Adam Sandler,LaKeith Stanfield,Julia Fox
It,Andy Muschietti,3.43,2181710,https://a.ltrbxd.com/resized/sm/upload/w3/47/76/am/6uDpMsdn8bbZScDptbika5JEtSH-0-1000-0-1500-crop.jpg?v=ee603d8e3b,Jaeden Martell,Sophia Lillis,Jack Dylan Grazer
Rocky,John G. Avildsen,4.07,842179,https://a.ltrbxd.com/resized/sm/upload/4z/ql/93/vq/2Zyuxm4fgCPKlnIdieHg7tfbxMS-0-1000-0-1500-crop.jpg?v=57dafbba23,Sylvester Stallone,Talia Shire,Burt Young
